code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
600758,辽宁能源,0.34,-303.11,,8.34,,45033.9,-300.6,,08-18
600111,北方稀土,0.03,258.14,,1.33,,11196.06,258.27,,08-18
600818,中路股份,0.1,150.0,,4.98,,3067.62,128.76,,08-18
002105,信隆健康,0.08,68.0,,6.22,,3101.43,70.0,,08-18
301221,光庭信息,0.12,71.43,2.87,4.37,,857.08,72.81,,08-18
300337,银邦股份,0.03,1096.43,,1.78,,2752.29,1077.86,,08-18
002466,天齐锂业,0.94,23.9,,18.07,,92399.07,23.73,,08-18
300866,安克创新,7.74,,19.98,36.99,,30346.82,,,08-18
000635,英力特,0.23,111.01,,2.43,,7108.1,115.58,,08-18
688565,力源科技,0.14,100.0,3.19,4.63,,1002.18,120.76,,08-18
600176,中国巨石,0.34,10.05,,8.87,,100631.72,32.08,,08-18
002160,常铝股份,0.09,56.67,,2.01,,6467.19,69.02,,08-18
002489,浙江永强,0.12,20.0,,7.56,,25023.91,10.19,,08-18
300491,通合科技,-0.05,-119.23,,-1.54,,-628.9,-133.52,,08-18
002643,万润股份,0.24,-56.36,,5.43,,21366.31,15.32,,08-17
301300,远翔新材,0.23,15.0,2.36,9.55,,853.29,17.41,,08-17
601021,春秋航空,0.69,-25.81,,7.33,,55397.08,-25.15,,08-17
000560,我爱我家,0.02,-29.9,,0.67,,2548.73,-29.96,,08-17
002757,南兴股份,0.49,77.24,,6.69,,5356.46,77.22,,08-17
600211,西藏药业,0.37,-12.74,,5.29,,5817.19,-5.73,10派3.32,08-17
600328,中盐化工,0.27,173.2,,5.63,,11627.48,173.79,,08-17
688737,中自科技,0.22,-210.0,1.75,11.68,,1108.07,-208.34,,08-17
600315,上海家化,0.32,-41.82,,4.02,,21624.23,-41.93,,08-17
600720,祁连山,0.24,-1092.92,,3.73,,18497.01,-1092.46,,08-17
002278,神开股份,-0.03,-62.5,,-0.99,,-1054.15,-61.94,,08-17
603002,宏昌电子,0.03,0.0,,1.68,,1746.58,4.32,,08-17
300300,海峡创新,0.1,62.7,,2.08,,4588.48,83.06,,08-17
601199,江南水务,0.16,-11.11,,5.82,,15290.96,-10.76,,08-17
300412,迦南科技,0.09,-59.09,,3.1,,2309.75,-9.4,,08-17
002813,路畅科技,0.14,-53.33,,2.56,,1718.97,-35.77,,08-17
002530,金财互联,0.16,433.33,,2.11,,7905.87,954.66,,08-17
000682,东方电子,0.03,16.02,,1.65,,2619.54,15.7,,08-17
300587,天铁股份,0.27,-43.75,,3.56,,2854.98,-24.08,,08-17
300055,万邦达,0.24,31.04,,3.68,,20568.66,45.65,,08-17
002287,奇正藏药,0.42,4.47,,9.46,,16964.91,5.2,,08-17
002012,凯恩股份,0.05,-600.0,,1.82,,2183.96,-845.22,,08-17
301206,三元生物,0.28,3.74,2.07,24.93,,1101.56,36.04,,08-17
300366,创意信息,0.11,108.17,,2.13,,6030.93,393.17,,08-17
603557,ST起步,0.24,26.32,2.33,10.4,0.17,10149.09,24.75,,08-17
002121,科陆电子,0.1,67.96,,3.72,,13478.37,83.3,,08-17
601069,西部黄金,0.15,42.75,,5.29,,9261.24,42.76,,08-17
300562,乐心医疗,-0.08,-109.88,,-2.94,,-1482.36,-141.61,,08-17
300199,翰宇药业,0.17,41.67,,4.35,,16024.22,44.83,,08-17
603129,春风动力,0.61,52.5,4.51,14.47,0.83,6065.18,49.92,,08-17
688191,智洋创新,0.1,42.86,1.78,6.27,,622.33,104.55,,08-17
002810,山东赫达,0.29,-14.71,,4.35,,2806.1,15.82,,08-17
300055,万邦达,0.24,31.04,,3.68,,20568.66,45.65,,08-17
002012,凯恩股份,0.05,-600.0,,1.82,,2183.96,-845.22,,08-17
301206,三元生物,0.28,3.74,2.07,24.93,,1101.56,36.04,,08-17
300366,创意信息,0.11,108.17,,2.13,,6030.93,393.17,,08-17
603557,ST起步,0.24,26.32,2.33,10.4,0.17,10149.09,24.75,,08-17
002121,科陆电子,0.1,67.96,,3.72,,13478.37,83.3,,08-17
601069,西部黄金,0.15,42.75,,5.29,,9261.24,42.76,,08-17
300562,乐心医疗,-0.08,-109.88,,-2.94,,-1482.36,-141.61,,08-17
300199,翰宇药业,0.17,41.67,,4.35,,16024.22,44.83,,08-17
603129,春风动力,0.61,52.5,4.51,14.47,0.83,6065.18,49.92,,08-17
688191,智洋创新,0.1,42.86,1.78,6.27,,622.33,104.55,,08-17
002810,山东赫达,0.29,-14.71,,4.35,,2806.1,15.82,,08-17
688255,凯尔达,0.23,130.0,2.86,12.02,,1146.99,137.81,,08-17
301327,华宝新能,-0.01,-105.26,1.32,-0.96,,-31.98,-111.09,,08-17
002786,银宝山新,0.08,-33.33,,2.86,,3031.95,-32.81,,08-17
600727,鲁北化工,0.08,100.0,,2.45,,2686.71,108.86,,08-17
600050,中国联通,0.04,73.93,,1.0,,77843.73,74.34,,08-17
002738,中矿资源,0.1,9.96,,2.92,,1890.7,13.1,,08-17
000859,国风新材,0.03,-390.18,,1.68,,2400.45,-389.13,,08-17
002206,海利得,0.14,-57.58,,5.98,,16898.6,15.42,,08-17
600179,安通控股,0.22,-184.62,,8.92,,22843.6,-325.87,,08-16
000059,华锦股份,0.52,-8.39,,7.48,,82917.31,-8.4,,08-16
600256,广汇能源,0.02,61.54,,0.98,,10970.42,61.81,,08-16
600535,天士力,0.7,11.1,,9.06,,75622.74,10.43,,08-16
000488,晨鸣纸业,0.75,66.67,,7.24,,174551.48,85.86,,08-16
300875,捷强装备,-0.48,-31.43,1.18,-33.78,,-239.57,-31.56,,08-16
300241,瑞丰光电,0.16,63.21,,4.24,,4441.15,87.45,,08-16
300636,同和药业,0.48,4.35,,7.37,,3338.89,21.77,,08-16
000417,合肥百货,0.23,-4.23,,4.82,,17648.63,-4.24,,08-16
002536,飞龙股份,0.28,75.0,,5.01,,9462.96,82.6,,08-16
300967,晓鸣股份,-0.24,-132.43,6.15,-3.64,,-1605.61,-139.5,,08-16
300559,佳发教育,0.33,-40.49,,3.95,,2350.18,-20.74,,08-16
603398,沐邦高科,0.14,0.0,,4.81,,2864.8,-3.3,,08-16
000818,航锦科技,0.09,473.38,,2.65,,6101.65,482.52,,08-16
603806,福斯特,0.62,-43.64,,5.17,,24971.67,-43.49,,08-16
600725,云维股份,0.0,-100.37,,1.37,,211.15,-100.75,,08-16
000856,冀东装备,0.02,-91.67,,1.66,,490.84,-91.01,,08-16
601878,浙商证券,0.18,5.88,,5.36,,52678.01,1.58,,08-16
688292,浩瀚深度,-0.02,-94.74,1.91,-1.06,,-240.23,-94.64,,08-16
000731,四川美丰,0.14,-289.62,,3.4,,8532.68,-289.54,,08-16
000830,鲁西化工,0.33,560.0,,6.32,,55120.24,330.38,,08-16
002759,天际股份,0.3,170.64,,3.95,,13460.79,404.6,,08-16
002345,潮宏基,0.19,11.76,,5.81,,16264.61,15.04,10派1,08-16
300988,津荣天宇,1.05,26.51,10.84,10.11,,2698.45,30.41,10派0.8转10,08-16
601991,大唐发电,0.08,-36.16,,2.68,,108077.4,-36.19,,08-16
002758,浙农股份,0.11,-24.0,,4.24,,2386.55,17.13,,08-16
688395,正弦电气,0.19,58.33,2.51,7.41,,1205.32,50.1,10派3,08-16
603118,共进股份,0.18,-70.0,,3.12,,13514.65,-24.69,,08-16
000606,*ST顺利,-0.05,-330.73,,-1.39,,-3851.47,-423.39,,08-16
300534,陇神戎发,0.05,-57.62,,1.96,,1391.73,-43.49,,08-16
300371,汇中股份,0.09,32.56,,2.0,,1099.44,32.56,,08-16
002805,丰元股份,0.15,-25.0,,2.59,,1413.01,-2.89,,08-16
002896,中大力德,0.48,,5.03,9.98,0.55,2867.87,,,08-16
002653,海思科,0.13,-40.91,,5.93,,13845.34,-41.74,,08-16
601020,华钰矿业,0.24,140.0,,7.77,,12422.26,157.9,,08-16
603868,飞科电器,0.87,42.62,,17.82,,37899.07,53.93,,08-16
000534,万泽股份,0.02,-90.26,,0.63,,875.51,-90.25,,08-16
600721,百花医药,0.11,-118.85,,1.91,,4410.24,-130.38,,08-16
603330,上海天洋,0.15,-75.0,,1.63,,840.72,-68.91,,08-16
600816,ST安信,0.35,-55.06,,11.76,,161201.72,15.73,,08-16
603725,天安新材,0.24,,3.89,6.2,-0.12,2602.21,,,08-16
002077,大港股份,-0.03,-200.0,,-0.39,,-1499.6,-240.52,,08-16
000516,国际医学,0.06,-7.46,,3.46,,12282.78,-7.65,,08-16
000553,安道麦A,0.28,906.71,,8.09,,16919.14,906.64,,08-16
002445,中南文化,0.16,166.67,,3.36,,13251.59,191.2,,08-16
600256,广汇能源,0.02,61.54,,0.98,,10970.42,61.81,,08-16
600179,安通控股,0.22,-184.62,,8.92,,22843.6,-325.87,,08-16
000059,华锦股份,0.52,-8.39,,7.48,,82917.31,-8.4,,08-16
000488,晨鸣纸业,0.75,66.67,,7.24,,174551.48,85.86,,08-16
600535,天士力,0.7,11.1,,9.06,,75622.74,10.43,,08-16
000417,合肥百货,0.23,-4.23,,4.82,,17648.63,-4.24,,08-16
002536,飞龙股份,0.28,75.0,,5.01,,9462.96,82.6,,08-16
300875,捷强装备,-0.48,-31.43,1.18,-33.78,,-239.57,-31.56,,08-16
300241,瑞丰光电,0.16,63.21,,4.24,,4441.15,87.45,,08-16
300636,同和药业,0.48,4.35,,7.37,,3338.89,21.77,,08-16
300967,晓鸣股份,-0.24,-132.43,6.15,-3.64,,-1605.61,-139.5,,08-16
300559,佳发教育,0.33,-40.49,,3.95,,2350.18,-20.74,,08-16
603806,福斯特,0.62,-43.64,,5.17,,24971.67,-43.49,,08-16
600725,云维股份,0.0,-100.37,,1.37,,211.15,-100.75,,08-16
603398,沐邦高科,0.14,0.0,,4.81,,2864.8,-3.3,,08-16
000818,航锦科技,0.09,473.38,,2.65,,6101.65,482.52,,08-16
000856,冀东装备,0.02,-91.67,,1.66,,490.84,-91.01,,08-16
000830,鲁西化工,0.33,560.0,,6.32,,55120.24,330.38,,08-16
002759,天际股份,0.3,170.64,,3.95,,13460.79,404.6,,08-16
601878,浙商证券,0.18,5.88,,5.36,,52678.01,1.58,,08-16
688292,浩瀚深度,-0.02,-94.74,1.91,-1.06,,-240.23,-94.64,,08-16
000731,四川美丰,0.14,-289.62,,3.4,,8532.68,-289.54,,08-16
002345,潮宏基,0.19,11.76,,5.81,,16264.61,15.04,10派1,08-16
300988,津荣天宇,1.05,26.51,10.84,10.11,,2698.45,30.41,10派0.8转10,08-16
002758,浙农股份,0.11,-24.0,,4.24,,2386.55,17.13,,08-16
601991,大唐发电,0.08,-36.16,,2.68,,108077.4,-36.19,,08-16
603118,共进股份,0.18,-70.0,,3.12,,13514.65,-24.69,,08-16
688395,正弦电气,0.19,58.33,2.51,7.41,,1205.32,50.1,,08-16
300371,汇中股份,0.09,32.56,,2.0,,1099.44,32.56,,08-16
002805,丰元股份,0.15,-25.0,,2.59,,1413.01,-2.89,,08-16
000606,*ST顺利,-0.05,-330.73,,-1.39,,-3851.47,-423.39,,08-16
300534,陇神戎发,0.05,-57.62,,1.96,,1391.73,-43.49,,08-16
002488,金固股份,-0.12,33.33,,-2.87,,-6505.07,43.85,,08-15
600329,达仁堂,0.36,6.18,,6.43,,27750.3,7.29,,08-15
300024,机器人,0.11,0.0,,3.13,,17674.94,6.67,,08-15
002884,凌霄泵业,1.32,3.94,,13.37,,7640.3,3.46,,08-15
301298,东利机械,0.09,-18.18,2.77,3.2,,994.28,-14.13,,08-15
600982,宁波能源,0.08,67.06,,2.96,,6329.48,67.11,,08-15
300436,广生堂,0.19,-34.01,,4.87,,2725.99,-33.11,,08-15
300169,天晟新材,0.01,-35.04,,0.2,,248.28,-35.12,,08-15
002756,永兴材料,0.46,24.32,,5.33,,16657.45,25.84,,08-15
601388,怡球资源,0.09,-550.0,,7.88,,17904.44,-1601.47,,08-15
000049,德赛电池,0.56,57.75,,9.57,,11448.64,57.74,,08-15
603389,亚振家居,0.1,-23.08,,2.67,,2295.89,5.97,,08-15
002342,巨力索具,0.02,10.53,,0.83,,2014.53,8.26,,08-15
600529,山东药玻,0.44,29.99,,4.26,,13211.42,53.32,,08-15
600603,广汇物流,0.2,-280.67,,2.25,,11189.28,-619.22,10转4,08-15
603228,景旺电子,0.77,13.24,,10.56,,31587.68,29.17,10派2,08-15
002802,洪汇新材,0.35,12.9,,6.71,,3800.4,52.87,,08-15
603898,好莱客,0.37,54.17,,9.0,,10836.11,56.05,,08-15
002790,瑞尔特,0.51,4.08,,5.98,,8177.3,4.6,,08-15
002519,银河电子,0.08,-69.23,,2.46,,9085.28,-38.74,,08-15
603444,吉比特,4.17,-24.04,,15.08,,29935.21,2.13,,08-15
688096,京源环保,0.14,-61.29,2.65,7.42,,1010.79,24.02,,08-15
600171,上海贝岭,0.2,382.93,,7.01,,13366.05,382.96,,08-15
601388,怡球资源,0.09,-550.0,,7.88,,17904.44,-1601.47,,08-15
600603,广汇物流,0.2,-280.67,,2.25,,11189.28,-619.22,10转4,08-15
603389,亚振家居,0.1,-23.08,,2.67,,2295.89,5.97,,08-15
002342,巨力索具,0.02,10.53,,0.83,,2014.53,8.26,,08-15
600529,山东药玻,0.44,29.99,,4.26,,13211.42,53.32,,08-15
603228,景旺电子,0.77,13.24,,10.56,,31587.68,29.17,10派2,08-15
002802,洪汇新材,0.35,12.9,,6.71,,3800.4,52.87,,08-15
603898,好莱客,0.37,54.17,,9.0,,10836.11,56.05,,08-15
600171,上海贝岭,0.2,382.93,,7.01,,13366.05,382.96,,08-15
002790,瑞尔特,0.51,4.08,,5.98,,8177.3,4.6,,08-15
002519,银河电子,0.08,-69.23,,2.46,,9085.28,-38.74,,08-15
603444,吉比特,4.17,-24.04,,15.08,,29935.21,2.13,,08-15
688096,京源环保,0.14,-61.29,2.65,7.42,,1010.79,24.02,,08-15
300609,汇纳科技,0.11,118.8,,2.95,,1094.06,214.52,,08-15
002438,江苏神通,0.05,-54.55,,1.69,,2585.44,6.19,,08-15
000423,东阿阿胶,1.38,8.74,,10.6,,90147.04,8.75,,08-15
300145,中金环境,0.21,-9.74,,5.97,,24954.99,62.78,,08-15
601326,秦港股份,0.12,300.0,2.4,5.25,0.3,61703.87,349.2,,08-15
002395,双象股份,0.06,-43.02,,1.36,,1145.54,-43.06,,08-15
300101,振芯科技,0.04,-44.96,,2.9,,2455.89,-45.01,,08-15
300498,温氏股份,0.35,-79.11,,6.09,,181021.05,-74.95,,08-15
600814,杭州解百,0.12,-20.0,,3.88,,8753.29,-20.55,,08-15
002188,中天服务,0.07,75.0,,1.01,,2127.93,75.05,,08-15
002221,东华能源,0.3,150.04,,7.09,,48655.48,192.41,,08-15
603936,博敏电子,0.22,40.65,,3.83,,3644.3,40.2,,08-15
300487,蓝晓科技,0.27,-12.9,,7.21,,5362.23,115.41,,08-15
300224,正海磁材,-0.02,-114.29,,-0.53,,-1496.94,-120.54,,08-15
300519,新光药业,0.64,-32.69,,7.72,,5138.67,-9.92,,08-15
000096,广聚能源,0.18,17.81,,4.15,,9643.48,17.83,,08-15
601016,节能风电,0.06,-23.61,,3.57,,22965.86,53.23,,08-15
603637,镇海股份,0.13,-65.79,,2.53,,1635.96,-44.28,,08-15
002198,嘉应制药,0.02,-37.9,,1.0,,989.93,-37.91,10派0.4,08-15
600740,山西焦化,0.03,-123.05,,0.97,,1989.03,-123.03,,08-15
600776,东方通信,0.04,12.11,,1.86,,5605.87,12.11,,08-15
002297,博云新材,-0.03,-53.1,,-0.75,,-1180.6,-47.65,,08-15
603500,祥和实业,0.39,,3.94,9.97,0.5,3657.03,,,08-15
688148,芳源股份,0.01,,5.82,0.21,,29.35,,,08-15
603583,捷昌驱动,0.8,-1.23,4.74,16.82,,7235.37,-0.41,,08-15
600538,国发股份,-0.03,0.0,,-2.02,,-1302.4,5.18,,08-15
300122,智飞生物,0.11,1000.0,,6.6,,17179.01,1326.96,,08-15
603288,海天味业,0.68,23.64,,18.19,,182318.79,22.7,,08-15
000629,钒钛股份,0.05,-149.69,,11.43,,41584.48,-149.73,,08-15
600460,士兰微,0.07,250.0,,3.35,,8442.55,243.77,,08-15
000895,双汇发展,0.58,-11.46,,13.74,,190405.49,-11.5,,08-15
600476,湘邮科技,0.01,-132.44,,0.69,,137.32,-132.57,,08-15
002033,丽江股份,0.18,-33.76,,4.53,,9993.03,-13.91,,08-15
300265,通光线缆,0.12,-42.86,,4.37,,4199.26,-39.42,,08-15
600988,赤峰黄金,0.11,-8.33,,3.15,,7913.75,-11.12,10转10,08-15
002186,全聚德,0.25,8.69,,5.21,,7680.01,8.68,,08-15
603879,永悦科技,0.15,-21.05,,8.16,,2224.48,7.61,,08-15
600051,宁波联合,0.12,8.33,,1.83,,3595.05,8.99,,08-15
002648,卫星化学,0.6,3022.28,,13.49,,48417.89,3029.28,,08-15
300377,赢时胜,0.07,-15.7,,1.93,,5009.9,143.95,,08-15
603033,三维股份,0.17,-70.18,,1.97,,2174.57,-44.16,,08-15
002196,方正电机,0.13,-32.63,,2.4,,5686.88,15.93,,08-15
002493,荣盛石化,0.29,0.0,,8.34,,110308.23,51.67,,08-15
300152,新动力,0.04,111.76,,1.84,,2530.54,108.03,,08-15
300285,国瓷材料,0.19,-5.0,,6.51,,11330.36,108.9,,08-15
300274,阳光电源,0.26,-23.53,,5.94,,36913.7,63.99,,08-15
600217,中再资环,0.08,300.0,,7.79,,10384.47,305.94,,08-15
600740,山西焦化,0.03,-123.05,,0.97,,1989.03,-123.03,,08-15
600776,东方通信,0.04,12.11,,1.86,,5605.87,12.11,,08-15
002297,博云新材,-0.03,-53.1,,-0.75,,-1180.6,-47.65,,08-15
603500,祥和实业,0.39,,3.94,9.97,0.5,3657.03,,,08-15
688148,芳源股份,0.01,,5.82,0.21,,29.35,,,08-15
603583,捷昌驱动,0.8,-1.23,4.74,16.82,,7235.37,-0.41,,08-15
603637,镇海股份,0.13,-65.79,,2.53,,1635.96,-44.28,,08-15
002198,嘉应制药,0.02,-37.9,,1.0,,989.93,-37.91,10派0.4,08-15
603288,海天味业,0.68,23.64,,18.19,,182318.79,22.7,,08-15
000629,钒钛股份,0.05,-149.69,,11.43,,41584.48,-149.73,,08-15
600460,士兰微,0.07,250.0,,3.35,,8442.55,243.77,,08-15
600538,国发股份,-0.03,0.0,,-2.02,,-1302.4,5.18,,08-15
300122,智飞生物,0.11,1000.0,,6.6,,17179.01,1326.96,,08-15
600476,湘邮科技,0.01,-132.44,,0.69,,137.32,-132.57,,08-15
002033,丽江股份,0.18,-33.76,,4.53,,9993.03,-13.91,,08-15
300265,通光线缆,0.12,-42.86,,4.37,,4199.26,-39.42,,08-15
000895,双汇发展,0.58,-11.46,,13.74,,190405.49,-11.5,,08-15
600051,宁波联合,0.12,8.33,,1.83,,3595.05,8.99,,08-15
002648,卫星化学,0.6,3022.28,,13.49,,48417.89,3029.28,,08-15
600988,赤峰黄金,0.11,-8.33,,3.15,,7913.75,-11.12,10转10,08-15
002186,全聚德,0.25,8.69,,5.21,,7680.01,8.68,,08-15
603879,永悦科技,0.15,-21.05,,8.16,,2224.48,7.61,,08-15
300377,赢时胜,0.07,-15.7,,1.93,,5009.9,143.95,,08-15
603033,三维股份,0.17,-70.18,,1.97,,2174.57,-44.16,,08-15
002196,方正电机,0.13,-32.63,,2.4,,5686.88,15.93,,08-15
002493,荣盛石化,0.29,0.0,,8.34,,110308.23,51.67,,08-15
000756,新华制药,0.23,130.0,,5.19,,10677.5,132.79,,08-14
300749,顶固集创,0.06,200.0,3.28,1.89,,536.95,174.99,,08-14
603508,思维列控,0.47,4.44,,3.06,,7593.8,4.66,,08-14
688283,坤恒顺维,2.53,123.89,10.36,27.84,,806.0,123.18,,08-14
000799,酒鬼酒,0.25,113.67,,4.34,,8277.14,113.62,,08-14
300698,万马科技,0.25,-10.71,2.08,12.95,0.15,2543.3,-8.37,,08-14
301067,显盈科技,0.39,85.71,1.84,23.47,,1389.56,119.73,,08-14
301212,联盛化学,0.23,64.29,2.28,10.83,,1625.18,67.44,,08-14
002572,索菲亚,0.32,-29.71,,7.49,,29426.23,47.16,,08-14
002740,ST爱迪尔,0.09,50.0,,2.15,,3121.84,72.2,,08-14
002879,长缆科技,0.66,6.45,,9.12,,6776.85,6.62,,08-14
001914,招商积余,-0.21,-4314.0,,-3.61,,-14052.57,-4279.52,,08-12
601688,华泰证券,0.42,5.34,,3.5,,299324.99,5.35,,08-12
002547,春兴精工,0.05,-44.44,,1.4,,4810.89,-47.83,,08-12
000582,北部湾港,0.24,-14.08,,4.58,,29552.6,11.74,,08-12
600308,华泰股份,0.25,314.75,,4.44,,29568.12,318.4,,08-12
002194,武汉凡谷,-0.42,-1224.93,,-12.47,,-23441.13,-1242.61,,08-12
600455,博通股份,-0.02,-76.0,,-1.19,,-147.31,-76.49,,08-12
600238,海南椰岛,-0.02,-80.14,1.91,-0.82,-0.17,-706.46,-84.35,,08-12
000753,漳州发展,0.01,130.0,,0.54,,1141.34,151.26,,08-12
002138,顺络电子,0.23,-4.17,,6.31,,17382.35,-0.8,10派2,08-12
002523,天桥起重,0.04,0.0,,2.26,,4201.1,15.77,,08-12
603626,科森科技,0.3,,,4.62,,5736.46,-20.84,10转4,08-12
600396,金山股份,-0.09,-172.46,,-3.62,,-12831.53,-172.5,,08-12
000917,电广传媒,0.09,-10.0,,1.11,,12201.17,-9.67,,08-12
603377,东方时尚,0.27,-6.9,,6.69,,11285.33,-1.88,,08-12
002006,精功科技,0.06,-14.29,,2.92,,2761.49,-7.05,,08-12
600482,中国动力,0.32,-11.11,,2.2,,56071.97,21.53,,08-12
300569,天能重工,0.34,-80.6,,3.09,,5067.49,-53.75,,08-12
600266,城建发展,0.17,-39.24,,1.36,,26426.68,-39.23,,08-12
600318,新力金融,0.08,-75.76,,3.04,,3965.77,-50.35,,08-12
603005,晶方科技,0.23,109.09,,3.1,,5251.99,102.6,,08-12
002521,齐峰新材,0.19,26.67,,2.69,,9222.16,22.2,,08-12
300012,华测检测,0.02,13.81,,1.65,,4001.36,148.02,,08-12
600846,同济科技,0.09,28.57,,2.78,,5376.98,19.42,,08-12
001914,招商积余,-0.21,-4314.0,,-3.61,,-14052.57,-4279.52,,08-12
601688,华泰证券,0.42,5.34,,3.5,,299324.99,5.35,,08-12
002547,春兴精工,0.05,-44.44,,1.4,,4810.89,-47.83,,08-12
000582,北部湾港,0.24,-14.08,,4.58,,29552.6,11.74,,08-12
600308,华泰股份,0.25,314.75,,4.44,,29568.12,318.4,,08-12
002194,武汉凡谷,-0.42,-1224.93,,-12.47,,-23441.13,-1242.61,,08-12
600238,海南椰岛,-0.02,-80.14,1.91,-0.82,-0.17,-706.46,-84.35,,08-12
600455,博通股份,-0.02,-76.0,,-1.19,,-147.31,-76.49,,08-12
002138,顺络电子,0.23,-4.17,,6.31,,17382.35,-0.8,10派2,08-12
000753,漳州发展,0.01,130.0,,0.54,,1141.34,151.26,,08-12
002523,天桥起重,0.04,0.0,,2.26,,4201.1,15.77,,08-12
603626,科森科技,0.3,,,4.62,,5736.46,-20.84,10转4,08-12
000917,电广传媒,0.09,-10.0,,1.11,,12201.17,-9.67,,08-12
600396,金山股份,-0.09,-172.46,,-3.62,,-12831.53,-172.5,,08-12
600266,城建发展,0.17,-39.24,,1.36,,26426.68,-39.23,,08-12
603377,东方时尚,0.27,-6.9,,6.69,,11285.33,-1.88,,08-12
002006,精功科技,0.06,-14.29,,2.92,,2761.49,-7.05,,08-12
600482,中国动力,0.32,-11.11,,2.2,,56071.97,21.53,,08-12
300569,天能重工,0.34,-80.6,,3.09,,5067.49,-53.75,,08-12
000023,深天地A,0.14,147.23,,4.87,,1917.99,147.18,,08-11
300105,龙源技术,,,,0.07,,130.08,-102.96,,08-11
000413,东旭光电,0.13,-7.14,,2.84,,63585.58,16.46,,08-11
300590,移为通信,0.29,-55.36,,6.71,,4421.1,14.09,,08-11
300047,天源迪科,0.03,263.95,,0.57,,1121.1,303.23,,08-11
300479,神思电子,0.05,9.0,,2.15,,872.19,8.81,,08-11
301148,嘉戎技术,0.6,130.77,2.28,30.04,,1667.58,131.27,,08-11
002564,天沃科技,0.12,-481.99,,3.58,,9058.57,-480.68,,08-11
600249,两面针,-0.11,-24.44,,-3.01,,-5901.59,-24.45,,08-11
002146,荣盛发展,0.39,30.0,,6.87,,168459.36,29.3,,08-11
002310,东方园林,0.17,-41.38,,4.98,,46766.2,57.33,,08-11
000798,中水渔业,0.01,-111.13,,0.38,,270.0,-111.07,,08-11
002837,英维克,0.2,-68.25,,6.42,,3994.15,6.05,,08-11
301096,百诚医药,0.06,-117.14,3.61,2.99,,65.6,-116.42,,08-11
688639,华恒生物,0.72,44.0,4.01,18.04,,3325.47,45.63,,08-11
300322,硕贝德,0.02,-83.33,,1.33,,789.31,-84.44,,08-11
300620,光库科技,0.33,3.58,,8.22,,2536.6,20.85,,08-11
688388,嘉元科技,0.25,38.89,2.52,10.29,,3698.63,70.5,,08-11
002731,萃华珠宝,0.29,314.29,,3.78,,4345.49,307.13,,08-11
300020,银江技术,0.13,-58.06,,2.75,,8439.3,-58.26,,08-11
603881,数据港,0.28,16.67,,7.47,,5636.91,47.6,,08-11
603345,安井食品,0.52,-17.46,,7.36,,10359.84,1.95,,08-11
600312,平高电气,0.26,-43.66,,3.86,,35021.08,-33.28,,08-11
688215,瑞晟智能,0.17,-50.6,1.68,10.97,,523.56,42.42,,08-11
603933,睿能科技,1.09,98.74,,19.92,,8370.36,98.72,,08-11
000968,蓝焰控股,0.29,-126.76,,16.68,,24969.08,-144.85,,08-11
601975,招商南油,0.04,-32.0,,6.36,,19619.32,-32.11,,08-11
000921,海信家电,0.49,19.51,,13.09,,67209.89,20.17,,08-11
603929,亚翔集成,0.38,-46.48,,8.8,,8122.76,-28.34,,08-11
600230,沧州大化,2.23,-3000.0,,35.95,,65608.19,-2999.73,,08-11
000908,景峰医药,0.07,-50.37,,2.42,,5870.23,-50.56,,08-11
002274,华昌化工,0.05,138.5,,1.13,,3028.73,139.02,,08-11
300164,通源石油,0.01,-131.83,,0.27,,407.85,-134.88,,08-11
000001,平安银行,0.68,-5.56,11.15,6.21,-7.47,1255400.0,2.13,,08-11
600576,祥源文化,0.06,1.67,,2.27,,3875.54,5.91,,08-11
300052,中青宝,0.05,150.0,,1.07,,1204.06,190.51,,08-11
002515,金字火腿,0.02,-33.33,,1.33,,1820.93,4.24,,08-11
600563,法拉电子,0.84,6.38,,9.54,,18955.26,6.37,,08-11
600703,三安光电,0.37,-2.63,,8.33,,151481.79,56.76,,08-11
300451,创业慧康,0.14,-1500.0,,1.83,,3268.62,-1155.93,,08-11
000802,北京文化,0.05,186.02,,0.88,,3865.74,279.44,,08-11
002226,江南化工,0.07,30.32,,1.72,,6304.5,50.18,,08-11
002442,龙星化工,0.08,-523.5,,3.68,,4063.78,-524.06,,08-11
000949,新乡化纤,0.04,18.24,,1.36,,4887.77,44.65,,08-11
600071,凤凰光学,-0.08,-42.7,,-4.87,,-1855.12,-42.69,,08-11
000023,深天地A,0.14,147.23,,4.87,,1917.99,147.18,,08-11
300105,龙源技术,,,,0.07,,130.08,-102.96,,08-11
000413,东旭光电,0.13,-7.14,,2.84,,63585.58,16.46,,08-11
603028,赛福天,0.09,-18.18,,2.75,,1880.76,-13.79,,08-10
300159,ST新研,0.06,403.28,,1.56,,9143.7,402.15,,08-10
002408,齐翔腾达,0.18,125.0,,5.36,,32325.64,141.93,,08-10
002148,北纬科技,0.14,55.56,,6.87,,7765.46,243.73,,08-10
300215,电科院,0.07,250.0,,2.65,,5104.31,246.74,,08-10
000521,长虹美菱,0.09,-38.82,,1.79,,9207.5,-16.29,,08-10
002838,道恩股份,0.37,-44.78,,5.97,,4696.04,10.96,,08-10
